ID	sex	level	constellation	birthday	country	province	city	address	diet_prefer	memo	hobby	price	stores
5102	1	4	6	1992	41	6	10	晋安区长春路168号	辣	知性,跑步	娱乐类	372	mYICe
5103	1	10	7	1983	166	10	2	鼓楼区福新路864号	辣	善於分析,篮球	智力类	467	oxYP9
5104	2	6	4	2004	197	15	11	台江区鳌峰路217号	辣	幽默,跳绳	乐器类	311	oCUaw
5105	2	10	5	1992	197	20	14	鼓楼区福新路999号	咸	善於分析,爬山	冒险类	231	Mjpqf
5106	1	3	5	2010	45	2	12	台江区长乐南路566号	苦	不计较,滑板	游戏类	386	hVi7z
5107	1	1	2	1994	124	14	4	晋安区长春路119号	咸	好奇,跑步	收藏类	145	OO36f
5108	2	1	3	1972	52	20	11	晋安区赤星路819号	甜	洞察力,举重	游戏类	369	TXLNn
5109	1	9	2	2001	99	20	2	晋安区赤星路953号	甜	直觉好,足球	乐器类	203	w4qB9
5110	1	1	11	1971	191	6	11	晋安区赤星路303号	苦	不计较,举重	游戏类	191	3pph2
5111	2	4	3	1984	21	20	13	晋安区赤星路339号	咸	不计较,足球	收藏类	310	ULVnC
5112	2	2	10	1973	3	8	7	鼓楼区福新路863号	辣	幽默,跑步	乐器类	225	SpPkv
5113	2	1	2	1991	163	16	7	晋安区后浦路727号	酸	非常冷静,爬山	收藏类	141	lW8DN
5114	1	8	8	1982	102	12	8	鼓楼区八一七路171号	辣	善於分析,跳绳	智力类	84	vB0VR
5115	1	2	10	2009	133	14	12	晋安区后浦路269号	酸	勇敢,足球	冒险类	124	D19JY
5116	1	5	7	1996	133	6	4	晋安区连福路205号	酸	不计较,跑步	冒险类	293	MOBst
5117	1	2	2	2005	85	12	7	晋安区福马路325号	甜	直觉好,篮球	智力类	329	CA5xo
5118	1	8	10	1997	9	9	10	鼓楼区达明路169号	咸	善於分析,滑板	智力类	387	qchAc
5119	1	5	5	1989	26	8	10	台江区长乐南路722号	辣	幽默,跳绳	娱乐类	452	rXbO9
5120	1	5	2	2001	68	16	2	晋安区长春路327号	甜	好奇,足球	收藏类	181	ODpC1
5121	1	1	1	1998	70	17	8	鼓楼区八一七路286号	咸	洞察力,足球	运动类	72	0wjld
5122	2	8	4	1983	16	3	6	台江区大同路765号	酸	直觉好,足球	智力类	315	YZnmW
5123	1	9	10	1977	12	16	6	台江区广达路181号	酸	直觉好,滑旱冰	冒险类	358	Q1mQY
5124	1	10	12	1991	147	8	15	台江区广达路51号	辣	知性,跑步	乐器类	215	K6ATJ
5125	1	2	10	1972	85	7	13	晋安区长春路162号	辣	抗压力,滑板	娱乐类	374	Y4EbS
5126	2	5	2	1985	12	4	15	台江区鳌峰路541号	咸	跨界思维,桌球	冒险类	229	P9ZMd
5127	2	8	9	2003	88	16	7	鼓楼区八一七路87号	甜	跨界思维,爬山	游戏类	427	tEDfo
5128	1	7	5	2008	43	19	2	晋安区赤星路667号	酸	跨界思维,乒乓球	冒险类	199	h2d9V
5129	2	8	4	1989	131	16	6	台江区大同路559号	甜	创造力,足球	运动类	451	G4M02
5130	1	10	9	1981	52	20	1	台江区鳌峰路938号	甜	非常冷静,篮球	娱乐类	253	Cm8Wc
5131	1	10	8	1999	172	8	12	晋安区赤星路867号	咸	知性,跳绳	游戏类	358	Vsivs
5132	1	2	9	1975	111	12	5	晋安区赤星路921号	酸	善於分析,篮球	娱乐类	54	9I6BP
5133	2	8	4	2001	60	6	7	鼓楼区达明路992号	苦	幽默,桌球	娱乐类	179	Vp3mX
5134	1	7	6	2004	15	19	1	台江区大同路283号	辣	爱玩,举重	运动类	212	SfdUA
5135	1	9	9	1993	20	5	1	晋安区后浦路561号	酸	非常冷静,跑步	智力类	90	5375f
5136	1	3	3	1997	151	13	1	晋安区连福路513号	甜	不计较,跑步	运动类	129	uZMlL
5137	2	9	4	2000	23	15	9	台江区广达路946号	辣	非常冷静,乒乓球	游戏类	354	Cs346
5138	1	5	2	1998	122	7	6	台江区长乐南路940号	咸	非常冷静,跑步	游戏类	242	Q9tUS
5139	1	3	6	1976	119	14	1	晋安区连福路883号	辣	好奇,乒乓球	乐器类	478	x25DJ
5140	2	1	6	2008	72	20	4	鼓楼区达明路18号	苦	直觉好,乒乓球	智力类	282	rmRMe
5141	2	8	8	2007	3	2	4	鼓楼区白马路844号	苦	直觉好,跳绳	冒险类	235	uBDL1
5142	2	3	10	1996	79	15	8	晋安区后浦路566号	辣	幽默,足球	娱乐类	178	NNhn2
5143	1	6	10	1973	92	14	2	鼓楼区福新路915号	酸	洞察力,桌球	娱乐类	184	ce1lm
5144	2	9	1	1997	168	19	14	鼓楼区白马路491号	辣	知性,篮球	冒险类	440	lAXbh
5145	1	5	6	1996	172	3	15	鼓楼区福新路321号	苦	不计较,跑步	收藏类	287	KO2tZ
5146	2	2	10	2002	100	1	4	台江区长乐南路503号	甜	不计较,桌球	智力类	475	ANMSM
5147	1	9	9	1984	49	20	3	鼓楼区福新路195号	咸	善於分析,滑板	收藏类	495	oJmaO
5148	1	4	4	1971	10	13	13	台江区广达路753号	辣	好奇,举重	乐器类	411	SbQw1
5149	1	2	8	1982	54	1	11	晋安区后浦路337号	咸	爱玩,爬山	乐器类	120	PsfF2
5150	1	9	5	1995	74	11	13	晋安区长春路196号	辣	跨界思维,跳绳	游戏类	160	eC9Vo
5151	1	7	8	1988	170	13	11	台江区鳌峰路851号	咸	洞察力,篮球	运动类	323	IaWIh
5152	2	4	4	2009	161	8	14	晋安区连福路994号	咸	洞察力,滑旱冰	游戏类	436	neLKq
5153	2	1	10	1989	175	3	4	鼓楼区福新路361号	苦	跨界思维,滑板	乐器类	387	h9yIs
5154	1	8	4	2002	192	9	9	晋安区连福路582号	苦	洞察力,桌球	收藏类	162	3WAgq
5155	1	2	8	2003	119	14	6	晋安区长春路698号	甜	幽默,举重	冒险类	63	cjm5M
5156	1	8	9	1984	139	10	12	晋安区长春路915号	咸	跨界思维,爬山	乐器类	377	LzwKv
5157	1	4	9	1971	80	19	14	晋安区长春路703号	咸	勇敢,滑板	运动类	149	BojuE
5158	2	2	4	2009	68	2	15	台江区广达路981号	咸	洞察力,篮球	智力类	56	hf3Ry
5159	1	10	9	1994	186	13	14	台江区大同路837号	酸	不计较,桌球	收藏类	319	QHwev
5160	2	3	7	2008	176	9	8	鼓楼区福新路492号	咸	勇敢,桌球	乐器类	262	gRByS
5161	1	4	3	1973	193	3	10	鼓楼区白马路958号	辣	非常冷静,乒乓球	智力类	61	SAWfo
5162	1	10	11	1991	145	1	13	鼓楼区福新路464号	咸	非常冷静,乒乓球	游戏类	449	EHwly
5163	1	9	6	1971	95	12	9	晋安区长春路466号	甜	直觉好,滑旱冰	游戏类	480	j7PSU
5164	1	2	1	1994	3	3	10	鼓楼区达明路958号	酸	好奇,篮球	娱乐类	207	h6gjz
5165	1	7	1	1989	193	11	5	鼓楼区福新路187号	甜	善於分析,乒乓球	游戏类	98	0HKi2
5166	2	9	2	2007	7	6	15	鼓楼区白马路193号	苦	知性,爬山	乐器类	263	5yxP1
5167	2	3	7	1977	185	19	2	鼓楼区白马路502号	酸	幽默,足球	运动类	246	E0Hnu
5168	2	9	1	1998	108	2	3	台江区鳌峰路112号	咸	非常冷静,滑板	智力类	59	caea0
5169	2	9	4	1990	133	9	3	鼓楼区八一七路426号	苦	跨界思维,举重	收藏类	125	RIo0J
5170	1	10	3	2001	98	18	14	鼓楼区福新路402号	甜	非常冷静,举重	冒险类	343	4OZ28
5171	1	6	3	1976	58	12	14	台江区长乐南路954号	苦	创造力,篮球	收藏类	357	cDxFT
5172	1	8	1	1984	47	5	6	鼓楼区白马路591号	甜	善於分析,跑步	冒险类	110	DzYY9
5173	2	6	11	1973	23	14	9	台江区工业路38号	咸	好奇,足球	冒险类	166	armzK
5174	2	9	9	1970	96	3	10	晋安区连福路870号	苦	抗压力,篮球	智力类	432	IEv9R
5175	2	2	6	1986	189	18	15	台江区大同路147号	酸	好奇,滑旱冰	收藏类	325	Xpz3U
5176	2	7	2	1976	46	12	12	鼓楼区福新路617号	酸	勇敢,举重	智力类	82	SQi86
5177	2	2	4	1983	63	18	2	台江区工业路227号	咸	直觉好,篮球	运动类	381	ukCuR
5178	2	8	7	1974	50	18	13	鼓楼区达明路994号	咸	勇敢,跑步	智力类	215	hKvRH
5179	2	3	6	1988	190	15	13	台江区大同路212号	咸	好奇,跑步	游戏类	408	FHD8W
5180	1	7	7	1997	22	1	5	台江区长乐南路613号	酸	幽默,桌球	乐器类	149	KybSK
5181	2	8	4	1972	1	4	14	晋安区福马路864号	酸	创造力,桌球	收藏类	414	aGvPc
5182	1	2	5	1997	31	13	8	台江区鳌峰路597号	苦	善於分析,足球	游戏类	131	lsTdU
5183	2	3	1	1975	136	14	8	晋安区连福路539号	咸	好奇,足球	乐器类	395	Os7XW
5184	2	1	9	1979	173	1	8	鼓楼区八一七路325号	辣	知性,跳绳	娱乐类	132	D9eus
5185	1	8	5	2010	145	7	2	鼓楼区八一七路141号	酸	善於分析,滑旱冰	运动类	350	sEpvy
5186	2	7	6	1981	19	7	4	台江区广达路528号	咸	不计较,乒乓球	运动类	289	4GKFL
5187	1	3	1	1993	181	7	10	台江区长乐南路580号	酸	洞察力,爬山	运动类	388	a9wHC
5188	2	9	6	2008	144	17	14	晋安区赤星路308号	咸	不计较,跑步	娱乐类	152	CIIjN
5189	1	7	8	1996	136	17	11	晋安区连福路394号	咸	直觉好,举重	乐器类	422	27BKv
5190	1	3	3	2000	168	2	10	鼓楼区福新路178号	酸	知性,足球	娱乐类	175	rX6Jg
5191	1	7	4	1975	71	19	14	晋安区连福路833号	咸	抗压力,乒乓球	乐器类	246	xgnL5
5192	1	10	10	1982	104	18	4	台江区长乐南路859号	辣	爱玩,跑步	游戏类	325	vW9g1
5193	1	7	9	1979	26	17	10	鼓楼区福新路114号	酸	幽默,篮球	冒险类	456	Xm5Ty
5194	1	7	7	2009	15	1	8	晋安区连福路558号	甜	不计较,篮球	智力类	367	kWF4U
5195	2	8	6	1987	190	20	8	晋安区后浦路491号	咸	直觉好,篮球	娱乐类	352	hwMmn
5196	1	2	9	1974	66	18	9	鼓楼区白马路79号	酸	好奇,足球	运动类	361	GeTxK
5197	1	5	7	2007	160	16	13	台江区工业路273号	甜	勇敢,滑板	游戏类	152	29ItZ
5198	1	9	4	1978	27	12	13	晋安区后浦路473号	苦	非常冷静,举重	娱乐类	167	hJ4GI
5199	1	8	6	1995	50	4	12	晋安区连福路49号	辣	幽默,滑板	冒险类	194	yg3Tk
5200	2	5	1	2009	171	9	1	晋安区后浦路763号	甜	勇敢,跳绳	运动类	111	QMBdT
5201	2	4	3	1979	51	11	7	台江区广达路75号	苦	不计较,滑板	娱乐类	391	WZ54U
5202	2	5	4	1993	44	20	7	台江区长乐南路388号	辣	不计较,爬山	智力类	265	CAA0f
5203	2	7	9	2002	181	19	4	台江区大同路213号	辣	不计较,篮球	智力类	177	0i2DD
5204	1	2	10	1976	58	3	10	台江区长乐南路405号	苦	抗压力,滑板	娱乐类	449	V9UcC
5205	1	1	4	1983	33	16	8	晋安区赤星路310号	辣	幽默,篮球	运动类	207	wIrV0
5206	2	6	4	1991	83	5	4	鼓楼区福新路202号	酸	不计较,滑板	收藏类	235	XT4bK
5207	2	8	8	1982	195	1	1	晋安区福马路373号	苦	知性,滑板	收藏类	134	VgNgd
5208	2	3	8	1989	121	11	6	鼓楼区福新路220号	甜	创造力,滑旱冰	冒险类	414	mAf1h
5209	1	4	12	1975	100	8	15	晋安区长春路783号	甜	好奇,足球	游戏类	419	XsxRB
5210	2	10	8	2008	162	20	2	鼓楼区八一七路661号	辣	好奇,篮球	冒险类	175	HYDUW
5211	1	4	10	1975	49	10	15	台江区大同路133号	辣	洞察力,乒乓球	智力类	470	oE7Yj
5212	2	1	1	1983	88	1	8	台江区大同路602号	甜	跨界思维,足球	冒险类	133	suiJg
5213	1	9	2	1971	32	1	1	鼓楼区白马路572号	咸	知性,举重	智力类	202	GyCtX
5214	1	9	1	1971	21	3	15	晋安区后浦路25号	苦	幽默,滑旱冰	冒险类	214	aCwsv
5215	1	5	5	1971	9	4	2	晋安区福马路75号	酸	非常冷静,举重	运动类	101	S1ETz
5216	1	5	9	2009	54	4	7	晋安区赤星路690号	酸	抗压力,滑旱冰	运动类	89	WZSZZ
5217	1	5	3	1983	145	15	9	鼓楼区达明路489号	咸	跨界思维,举重	娱乐类	88	7866D
5218	1	9	11	1988	153	15	7	鼓楼区八一七路333号	咸	创造力,跳绳	冒险类	463	6orlC
5219	2	7	1	1986	191	18	5	台江区工业路570号	咸	善於分析,跑步	游戏类	360	bmDfU
5220	2	6	7	1983	52	10	13	晋安区福马路584号	苦	幽默,跑步	智力类	402	FBnN6
5221	1	9	8	1998	41	1	4	晋安区长春路403号	酸	好奇,足球	运动类	379	LOTqB
5222	2	5	5	1977	143	4	13	台江区鳌峰路688号	咸	跨界思维,滑旱冰	乐器类	120	arbxC
5223	2	9	8	1994	134	20	15	鼓楼区达明路829号	甜	不计较,滑板	乐器类	427	1XpOz
5224	1	8	12	2001	167	3	8	台江区大同路355号	酸	创造力,篮球	智力类	207	R9Mj5
5225	1	4	1	1989	185	6	2	台江区广达路584号	苦	洞察力,跑步	乐器类	58	J3726
5226	2	6	3	1972	93	18	5	鼓楼区福新路886号	辣	直觉好,举重	收藏类	498	MVPCb
5227	1	6	2	2002	165	15	15	鼓楼区八一七路73号	辣	非常冷静,滑旱冰	收藏类	245	Q5Ptv
5228	2	7	8	1980	45	19	2	鼓楼区白马路48号	酸	创造力,跳绳	收藏类	377	LwwMq
5229	2	1	1	1999	68	1	6	晋安区长春路243号	甜	跨界思维,滑板	冒险类	176	6whli
5230	2	7	1	2005	49	9	6	鼓楼区福新路23号	甜	爱玩,跑步	冒险类	145	Qvvb8
5231	2	5	8	1998	173	1	9	晋安区福马路30号	辣	跨界思维,跑步	游戏类	132	IlLax
5232	2	8	10	1999	90	4	5	鼓楼区福新路467号	甜	幽默,乒乓球	乐器类	234	FeW4Y
5233	2	1	9	1991	161	13	9	鼓楼区白马路59号	辣	勇敢,跳绳	乐器类	376	hfDN2
5234	1	3	10	1992	116	13	7	鼓楼区白马路133号	咸	幽默,乒乓球	游戏类	94	oXYUp
5235	1	5	7	1996	87	20	10	鼓楼区达明路57号	辣	创造力,爬山	收藏类	177	ruAf7
5236	1	4	8	1977	100	15	9	台江区大同路343号	苦	洞察力,桌球	游戏类	154	ejIN7
5237	1	10	11	2008	52	17	7	台江区鳌峰路395号	苦	创造力,乒乓球	智力类	70	aXhYO
5238	2	8	9	1992	92	15	5	台江区工业路512号	酸	跨界思维,篮球	运动类	399	4yx25
5239	2	10	4	2007	160	6	15	鼓楼区白马路427号	咸	直觉好,举重	乐器类	177	V1L9d
5240	2	1	6	1999	74	17	10	晋安区赤星路534号	苦	洞察力,爬山	运动类	106	PB2g6
5241	2	4	7	1973	173	17	6	晋安区长春路398号	酸	直觉好,桌球	收藏类	376	taMH4
5242	2	3	10	2008	183	18	14	台江区大同路10号	甜	好奇,滑板	游戏类	481	ltTfp
5243	2	8	3	1996	88	8	4	台江区广达路480号	咸	幽默,滑旱冰	冒险类	65	ujQok
5244	2	1	6	1990	4	20	3	台江区工业路679号	苦	勇敢,滑旱冰	冒险类	135	WZJBN
5245	1	8	2	1993	74	7	6	鼓楼区福新路192号	酸	洞察力,跑步	智力类	497	yHWXq
5246	1	6	4	1974	127	2	4	鼓楼区达明路147号	酸	爱玩,跳绳	冒险类	119	Wspfa
5247	2	1	10	1974	102	2	9	晋安区长春路567号	辣	抗压力,跳绳	乐器类	269	FuVYX
5248	1	5	12	1970	78	1	5	晋安区后浦路77号	咸	非常冷静,桌球	乐器类	486	LwPXe
5249	2	9	8	1974	139	2	9	鼓楼区达明路313号	酸	好奇,跑步	冒险类	330	9LabO
5250	2	1	6	2005	96	4	6	晋安区后浦路852号	辣	跨界思维,桌球	收藏类	139	ATjys
5251	1	9	1	1974	123	3	14	台江区鳌峰路153号	苦	直觉好,爬山	收藏类	478	i8xvy
5252	1	4	3	2002	164	5	14	晋安区连福路641号	苦	知性,爬山	冒险类	395	BgDYu
5253	1	8	1	1970	99	4	4	鼓楼区福新路246号	甜	不计较,乒乓球	冒险类	166	vKZdu
5254	2	3	10	1976	144	19	1	晋安区福马路741号	苦	勇敢,篮球	娱乐类	142	LTao5
5255	2	8	6	1989	62	20	1	台江区广达路599号	咸	跨界思维,桌球	收藏类	334	JCa9x
5256	2	9	12	1973	6	16	15	台江区广达路14号	酸	洞察力,篮球	游戏类	497	sdur2
5257	1	4	8	1981	14	13	13	晋安区连福路26号	苦	不计较,篮球	冒险类	419	UR8Il
5258	2	4	6	1983	170	14	9	晋安区福马路625号	苦	非常冷静,跳绳	游戏类	257	2unk3
5259	1	3	12	2003	178	18	3	鼓楼区八一七路88号	甜	非常冷静,桌球	娱乐类	398	H3e7W
5260	1	7	2	1972	143	3	14	鼓楼区八一七路655号	酸	勇敢,桌球	乐器类	121	CA69O
5261	1	5	6	2000	57	20	8	鼓楼区福新路110号	甜	好奇,爬山	冒险类	412	Aktth
5262	1	4	4	1999	134	17	2	台江区工业路203号	酸	非常冷静,滑旱冰	运动类	156	mFRXX
5263	2	5	8	1978	152	10	12	鼓楼区八一七路357号	酸	好奇,桌球	娱乐类	280	hOnzt
5264	2	9	12	2010	135	14	5	晋安区长春路533号	咸	不计较,爬山	收藏类	108	oY3KL
5265	2	6	10	1998	40	12	10	晋安区长春路695号	咸	洞察力,滑板	游戏类	135	tTG1f
5266	2	2	10	1993	81	8	14	台江区工业路497号	酸	非常冷静,举重	冒险类	199	r1K7L
5267	2	10	3	1981	84	10	15	鼓楼区福新路65号	甜	幽默,足球	智力类	402	uUz6X
5268	1	10	10	1977	86	14	3	台江区长乐南路715号	酸	善於分析,爬山	冒险类	285	dkumS
5269	1	3	3	1994	59	12	1	鼓楼区福新路949号	咸	知性,滑板	智力类	168	R5X3u
5270	2	4	9	1980	19	16	4	鼓楼区八一七路214号	甜	跨界思维,爬山	收藏类	355	RMvfy
5271	1	4	2	1981	83	5	7	鼓楼区达明路38号	苦	爱玩,跑步	娱乐类	59	Hwhuj
5272	2	6	9	1997	160	4	6	台江区大同路908号	咸	洞察力,爬山	运动类	229	J692E
5273	1	4	2	2003	165	9	1	鼓楼区白马路731号	辣	创造力,滑旱冰	乐器类	338	wFvkH
5274	2	7	12	2007	167	15	6	晋安区福马路722号	咸	好奇,跳绳	冒险类	418	jarTH
5275	1	10	5	2003	46	19	8	晋安区长春路358号	甜	不计较,跳绳	智力类	419	V7e5Y
5276	2	5	7	1982	4	16	2	台江区大同路44号	酸	幽默,乒乓球	乐器类	99	m1Ztm
5277	1	1	12	1995	171	15	2	台江区广达路310号	甜	勇敢,跑步	娱乐类	359	TAyEp
5278	2	8	10	1997	86	8	13	鼓楼区福新路914号	酸	不计较,篮球	冒险类	479	jijsU
5279	2	2	5	1993	145	10	1	晋安区后浦路915号	咸	幽默,乒乓球	运动类	468	hmRka
5280	1	2	9	1991	95	12	10	鼓楼区八一七路220号	辣	好奇,滑板	娱乐类	476	yKFos
5281	1	1	11	2000	98	3	7	台江区鳌峰路748号	甜	爱玩,滑旱冰	智力类	239	yI7dB
5282	2	2	12	1976	27	2	3	台江区大同路471号	苦	跨界思维,跳绳	娱乐类	231	wlAOQ
5283	2	8	8	1994	68	12	9	晋安区连福路402号	甜	跨界思维,滑板	娱乐类	67	LjT9p
5284	1	5	6	1976	181	5	3	台江区长乐南路37号	咸	创造力,篮球	收藏类	52	VJCOp
5285	2	10	7	1970	133	6	7	鼓楼区福新路489号	辣	直觉好,爬山	娱乐类	160	5cK2L
5286	1	9	1	1999	183	11	8	晋安区后浦路603号	酸	幽默,桌球	娱乐类	312	ia2wU
5287	2	7	7	1978	110	19	10	台江区鳌峰路419号	甜	抗压力,爬山	乐器类	105	o9c1m
5288	1	1	6	2002	36	10	7	晋安区赤星路921号	酸	爱玩,滑旱冰	游戏类	478	dzJVt
5289	2	3	6	1996	64	20	13	鼓楼区达明路248号	苦	跨界思维,跳绳	乐器类	488	YH1pG
5290	1	6	7	1988	95	18	5	晋安区后浦路617号	酸	勇敢,桌球	娱乐类	201	0dbaI
5291	1	8	12	1997	197	3	11	鼓楼区白马路736号	甜	善於分析,爬山	智力类	270	eFThK
5292	1	5	9	1984	86	3	13	鼓楼区白马路974号	辣	善於分析,举重	运动类	269	oaKU8
5293	1	2	6	1970	139	13	15	台江区鳌峰路882号	辣	跨界思维,跳绳	乐器类	148	g7O8l
5294	1	4	4	1972	184	13	11	鼓楼区福新路9号	咸	爱玩,篮球	游戏类	275	ZFSCF
5295	2	10	8	1980	63	16	4	鼓楼区八一七路889号	咸	不计较,桌球	智力类	283	JtBN1
5296	1	8	3	1985	173	14	14	鼓楼区八一七路941号	辣	跨界思维,乒乓球	收藏类	359	kO5uQ
5297	2	9	8	1998	109	3	10	鼓楼区福新路333号	甜	跨界思维,足球	运动类	251	FHTUE
5298	2	5	10	1982	82	20	12	晋安区福马路155号	甜	不计较,足球	游戏类	150	mnTY6
5299	1	10	1	1972	4	5	13	台江区鳌峰路437号	甜	善於分析,桌球	冒险类	239	pOmjG
5300	1	5	9	1986	107	2	11	台江区鳌峰路982号	辣	知性,滑板	冒险类	489	V4F1L
5301	2	6	1	1999	41	7	13	台江区大同路349号	酸	非常冷静,跑步	智力类	74	bqg4f
5302	1	7	12	1984	8	3	10	台江区鳌峰路134号	辣	抗压力,足球	运动类	58	VoFNx
5303	2	1	6	1984	22	15	8	晋安区连福路810号	咸	善於分析,爬山	收藏类	267	l2iWh
5304	1	8	2	2005	169	17	14	台江区鳌峰路496号	酸	勇敢,跑步	运动类	135	I3H3f
5305	1	4	5	1974	76	2	9	鼓楼区福新路938号	苦	抗压力,跳绳	冒险类	111	hPFKG
5306	1	3	12	1971	10	18	5	晋安区长春路263号	甜	非常冷静,桌球	智力类	67	Nt2nL
5307	2	5	6	2004	2	13	13	晋安区赤星路948号	苦	不计较,桌球	娱乐类	367	mZjB0
5308	1	1	3	1998	59	16	14	鼓楼区白马路371号	辣	跨界思维,滑板	智力类	378	8TFn0
5309	1	7	8	1995	152	7	8	晋安区长春路155号	苦	洞察力,乒乓球	收藏类	96	uef1H
5310	1	9	12	1988	152	20	8	晋安区福马路505号	辣	幽默,滑旱冰	娱乐类	473	zffoM
5311	2	1	5	1988	70	6	11	晋安区长春路614号	酸	非常冷静,爬山	冒险类	146	wH5ph
5312	2	10	2	2000	3	15	1	鼓楼区福新路591号	辣	抗压力,乒乓球	乐器类	353	aTEBQ
5313	2	4	6	2001	196	20	13	台江区工业路379号	酸	善於分析,滑板	乐器类	60	QXV0D
5314	2	9	1	1990	130	10	1	台江区工业路579号	辣	抗压力,跑步	娱乐类	456	11FgZ
5315	2	10	1	1980	156	19	8	晋安区后浦路173号	辣	非常冷静,桌球	娱乐类	372	JkYnW
5316	2	9	1	2006	48	11	3	晋安区连福路737号	咸	非常冷静,滑板	游戏类	199	KqeNg
5317	1	10	12	1978	136	18	11	鼓楼区福新路938号	辣	直觉好,乒乓球	收藏类	106	kmFLj
5318	1	9	12	1991	19	15	7	晋安区赤星路150号	辣	洞察力,跳绳	运动类	142	tTe6C
5319	1	6	6	1981	139	8	15	晋安区福马路340号	苦	非常冷静,乒乓球	游戏类	318	qZNXS
5320	1	7	6	1996	190	10	4	台江区广达路469号	咸	跨界思维,桌球	娱乐类	365	MEunD
5321	1	8	12	2009	190	7	2	鼓楼区福新路976号	咸	直觉好,举重	游戏类	121	6ifJ9
5322	1	8	3	1990	200	14	5	台江区大同路601号	酸	洞察力,爬山	乐器类	123	6JgnB
5323	2	2	9	1979	64	9	13	台江区大同路512号	甜	跨界思维,跑步	娱乐类	330	8W9Y7
5324	1	4	4	1982	121	1	7	晋安区赤星路225号	辣	不计较,跳绳	智力类	204	5ujca
5325	2	10	9	1987	89	2	4	晋安区连福路970号	苦	直觉好,跳绳	乐器类	463	guv0M
5326	2	10	6	1971	98	13	9	台江区广达路459号	酸	勇敢,篮球	乐器类	297	b6caK
5327	2	9	2	1991	110	13	9	鼓楼区福新路413号	咸	洞察力,举重	乐器类	484	Owi4x
5328	1	4	3	1988	49	9	6	晋安区福马路503号	甜	善於分析,滑旱冰	收藏类	268	jAhyu
5329	2	3	4	2009	64	17	14	晋安区赤星路200号	甜	善於分析,足球	游戏类	249	BKeMj
5330	1	10	5	1996	105	6	9	鼓楼区八一七路732号	苦	跨界思维,篮球	游戏类	301	qetTh
5331	1	3	6	1986	60	7	2	鼓楼区福新路276号	甜	勇敢,滑旱冰	冒险类	352	aMFSq
5332	2	9	7	1989	46	8	3	晋安区赤星路116号	甜	幽默,举重	娱乐类	188	5gmkj
5333	1	3	6	1984	127	9	10	台江区工业路273号	苦	跨界思维,跳绳	游戏类	144	XW1BZ
5334	2	4	1	1979	58	13	8	台江区工业路443号	酸	直觉好,举重	冒险类	169	HOAc7
5335	2	8	11	1987	103	7	3	台江区鳌峰路530号	苦	不计较,爬山	游戏类	245	G0ScX
5336	1	2	4	1970	84	8	13	台江区鳌峰路845号	咸	创造力,跳绳	娱乐类	112	FYjLY
5337	2	7	12	1990	59	20	10	台江区鳌峰路671号	咸	直觉好,乒乓球	收藏类	99	n7Uis
5338	1	9	11	1992	194	5	5	晋安区后浦路787号	甜	非常冷静,乒乓球	乐器类	294	dCAbB
5339	1	8	2	2001	116	4	15	鼓楼区八一七路716号	辣	知性,举重	乐器类	136	7CnpX
5340	1	2	3	1977	67	6	5	台江区广达路576号	咸	爱玩,爬山	冒险类	216	EuHGo
5341	2	4	8	1986	139	8	2	鼓楼区白马路390号	苦	知性,爬山	娱乐类	404	qZ29T
5342	1	1	7	1990	144	4	13	台江区长乐南路708号	酸	幽默,滑板	收藏类	325	slh9p
5343	2	7	3	1985	52	6	3	台江区长乐南路430号	苦	非常冷静,足球	娱乐类	407	x3Cpr
5344	1	8	10	2003	89	9	5	晋安区后浦路420号	苦	不计较,桌球	智力类	257	4ptGg
5345	1	3	9	2008	17	5	8	晋安区赤星路441号	苦	知性,乒乓球	冒险类	130	kf39T
5346	1	10	12	1983	169	17	10	台江区大同路431号	酸	勇敢,跑步	收藏类	140	hqA5i
5347	2	6	4	2010	111	6	6	鼓楼区八一七路356号	酸	好奇,举重	冒险类	383	0pXTk
5348	1	3	1	1990	135	19	4	台江区长乐南路69号	酸	不计较,篮球	运动类	66	D27Xl
5349	1	5	8	2003	148	16	5	鼓楼区达明路934号	辣	直觉好,爬山	收藏类	465	h2Yh4
5350	1	6	5	2006	27	15	9	台江区鳌峰路397号	甜	抗压力,乒乓球	游戏类	485	64MNL
5351	2	8	7	2009	92	6	7	台江区广达路531号	苦	爱玩,跳绳	娱乐类	290	3M2nK
5352	2	6	7	1971	47	5	10	晋安区连福路407号	甜	幽默,篮球	收藏类	301	bFApC
5353	2	7	8	2005	54	9	1	鼓楼区八一七路771号	辣	非常冷静,跑步	乐器类	462	V6MTF
5354	1	4	12	1975	97	3	9	晋安区后浦路118号	辣	抗压力,跑步	收藏类	307	PoU5N
5355	1	8	6	2009	188	17	15	台江区大同路715号	辣	抗压力,桌球	智力类	350	brzjX
5356	1	1	12	1978	123	3	13	鼓楼区白马路637号	咸	知性,足球	乐器类	426	OZeUR
5357	2	8	9	1979	5	8	14	鼓楼区八一七路50号	苦	勇敢,足球	冒险类	373	FfbqT
5358	2	4	1	1994	50	13	10	台江区工业路44号	酸	爱玩,爬山	冒险类	168	Rd6N1
5359	1	5	3	1982	197	6	6	台江区工业路23号	咸	勇敢,跳绳	乐器类	468	lK1V5
5360	2	8	10	1998	73	20	8	晋安区福马路467号	辣	好奇,乒乓球	运动类	121	D2YTw
